"Date","Borough","Cases","Cases_Last_7_Days","Rate_Last_7_Days"
2021-04-19,"Bethel Census Area",0,6,33.5795836131632
2021-04-20,"Bethel Census Area",6,10,55.9659726886053
2021-04-21,"Bethel Census Area",4,13,72.7557644951869
2021-04-22,"Bethel Census Area",5,15,83.948959032908
2021-04-23,"Bethel Census Area",2,17,95.1421535706291
2021-04-24,"Bethel Census Area",0,17,95.1421535706291
2021-04-25,"Bethel Census Area",0,17,95.1421535706291
2021-04-26,"Bethel Census Area",0,17,95.1421535706291
2021-04-27,"Bethel Census Area",3,14,78.3523617640475
2021-04-28,"Bethel Census Area",1,11,61.5625699574659
2021-04-29,"Bethel Census Area",1,7,39.1761808820237
2021-04-30,"Bethel Census Area",0,5,27.9829863443027
2021-05-01,"Bethel Census Area",0,5,27.9829863443027
2021-05-02,"Bethel Census Area",0,5,27.9829863443027
2021-05-03,"Bethel Census Area",2,7,39.1761808820237
2021-05-04,"Bethel Census Area",5,9,50.3693754197448
2021-05-05,"Bethel Census Area",0,8,44.7727781508843
2021-05-06,"Bethel Census Area",0,7,39.1761808820237
2021-05-07,"Bethel Census Area",0,7,39.1761808820237
2021-05-08,"Bethel Census Area",0,7,39.1761808820237
2021-05-09,"Bethel Census Area",0,7,39.1761808820237
2021-05-10,"Bethel Census Area",2,7,39.1761808820237
2021-05-11,"Bethel Census Area",1,3,16.7897918065816
2021-05-12,"Bethel Census Area",0,3,16.7897918065816
2021-05-13,"Bethel Census Area",5,8,44.7727781508843
2021-05-14,"Bethel Census Area",0,8,44.7727781508843
2021-05-15,"Bethel Census Area",0,8,44.7727781508843
2021-05-16,"Bethel Census Area",0,8,44.7727781508843
2021-05-17,"Bethel Census Area",2,8,44.7727781508843
2021-05-18,"Bethel Census Area",2,9,50.3693754197448
2021-05-19,"Bethel Census Area",0,9,50.3693754197448
2021-05-20,"Bethel Census Area",1,5,27.9829863443027
2021-05-21,"Bethel Census Area",0,5,27.9829863443027
2021-05-22,"Bethel Census Area",0,5,27.9829863443027
2021-05-23,"Bethel Census Area",0,5,27.9829863443027
2021-05-24,"Bethel Census Area",1,4,22.3863890754421
2021-05-25,"Bethel Census Area",2,4,22.3863890754421
2021-05-26,"Bethel Census Area",1,5,27.9829863443027
2021-05-27,"Bethel Census Area",1,5,27.9829863443027
2021-05-28,"Bethel Census Area",0,5,27.9829863443027
2021-05-29,"Bethel Census Area",0,5,27.9829863443027
2021-05-30,"Bethel Census Area",0,5,27.9829863443027
2021-05-31,"Bethel Census Area",1,5,27.9829863443027
2021-06-01,"Bethel Census Area",0,3,16.7897918065816
2021-06-02,"Bethel Census Area",0,2,11.1931945377211
2021-06-03,"Bethel Census Area",2,3,16.7897918065816
2021-06-04,"Bethel Census Area",1,4,22.3863890754421
2021-06-05,"Bethel Census Area",0,4,22.3863890754421
2021-06-06,"Bethel Census Area",0,4,22.3863890754421
2021-06-07,"Bethel Census Area",0,3,16.7897918065816
2021-06-08,"Bethel Census Area",0,3,16.7897918065816
2021-06-09,"Bethel Census Area",2,5,27.9829863443027
2021-06-10,"Bethel Census Area",1,4,22.3863890754421
2021-06-11,"Bethel Census Area",0,3,16.7897918065816
2021-06-12,"Bethel Census Area",0,3,16.7897918065816
2021-06-13,"Bethel Census Area",0,3,16.7897918065816
2021-06-14,"Bethel Census Area",0,3,16.7897918065816
2021-06-15,"Bethel Census Area",0,3,16.7897918065816
2021-06-16,"Bethel Census Area",1,2,11.1931945377211
2021-06-17,"Bethel Census Area",2,3,16.7897918065816
2021-06-18,"Bethel Census Area",0,3,16.7897918065816
2021-06-19,"Bethel Census Area",1,4,22.3863890754421
2021-06-20,"Bethel Census Area",0,4,22.3863890754421
2021-06-21,"Bethel Census Area",2,6,33.5795836131632
2021-06-22,"Bethel Census Area",1,7,39.1761808820237
2021-06-23,"Bethel Census Area",0,6,33.5795836131632
2021-06-24,"Bethel Census Area",1,5,27.9829863443027
2021-06-25,"Bethel Census Area",4,9,50.3693754197448
2021-06-26,"Bethel Census Area",1,9,50.3693754197448
2021-06-27,"Bethel Census Area",0,9,50.3693754197448
2021-06-28,"Bethel Census Area",1,8,44.7727781508843
2021-06-29,"Bethel Census Area",0,7,39.1761808820237
2021-06-30,"Bethel Census Area",2,9,50.3693754197448
2021-07-01,"Bethel Census Area",0,8,44.7727781508843
2021-07-02,"Bethel Census Area",0,4,22.3863890754421
2021-07-03,"Bethel Census Area",0,3,16.7897918065816
2021-07-04,"Bethel Census Area",0,3,16.7897918065816
2021-07-05,"Bethel Census Area",0,2,11.1931945377211
2021-07-06,"Bethel Census Area",1,3,16.7897918065816
2021-07-07,"Bethel Census Area",4,5,27.9829863443027
2021-07-08,"Bethel Census Area",1,6,33.5795836131632
2021-07-09,"Bethel Census Area",2,8,44.7727781508843
2021-07-10,"Bethel Census Area",0,8,44.7727781508843
2021-07-11,"Bethel Census Area",0,8,44.7727781508843
2021-07-12,"Bethel Census Area",1,9,50.3693754197448
2021-07-13,"Bethel Census Area",0,8,44.7727781508843
2021-07-14,"Bethel Census Area",3,7,39.1761808820237
2021-07-15,"Bethel Census Area",1,7,39.1761808820237
2021-07-16,"Bethel Census Area",1,6,33.5795836131632
2021-07-17,"Bethel Census Area",1,7,39.1761808820237
2021-07-18,"Bethel Census Area",0,7,39.1761808820237
2021-07-19,"Bethel Census Area",0,6,33.5795836131632
2021-07-20,"Bethel Census Area",13,19,106.33534810835
2021-07-21,"Bethel Census Area",3,19,106.33534810835
2021-07-22,"Bethel Census Area",16,34,190.284307141258
2021-07-23,"Bethel Census Area",10,43,240.653682561003
2021-07-24,"Bethel Census Area",0,42,235.057085292142
2021-07-25,"Bethel Census Area",0,42,235.057085292142
2021-07-26,"Bethel Census Area",0,42,235.057085292142
2021-07-27,"Bethel Census Area",25,54,302.216252518469
2021-07-28,"Bethel Census Area",13,64,358.182225207074
2021-07-29,"Bethel Census Area",5,53,296.619655249608
2021-07-30,"Bethel Census Area",6,49,274.233266174166
2021-07-31,"Bethel Census Area",1,50,279.829863443027
2021-08-01,"Bethel Census Area",0,50,279.829863443027
2021-08-02,"Bethel Census Area",20,70,391.761808820237
2021-08-03,"Bethel Census Area",3,48,268.636668905306
2021-08-04,"Bethel Census Area",2,37,207.07409894784
2021-08-05,"Bethel Census Area",2,34,190.284307141258
2021-08-06,"Bethel Census Area",3,31,173.494515334677
2021-08-07,"Bethel Census Area",2,32,179.091112603537
2021-08-08,"Bethel Census Area",8,40,223.863890754421
2021-08-09,"Bethel Census Area",3,23,128.721737183792
2021-08-10,"Bethel Census Area",4,24,134.318334452653
2021-08-11,"Bethel Census Area",1,23,128.721737183792
2021-08-12,"Bethel Census Area",3,24,134.318334452653
2021-08-13,"Bethel Census Area",14,35,195.880904410119
2021-08-14,"Bethel Census Area",13,46,257.443474367584
2021-08-15,"Bethel Census Area",4,42,235.057085292142
2021-08-16,"Bethel Census Area",3,42,235.057085292142
2021-08-17,"Bethel Census Area",8,46,257.443474367584
2021-08-18,"Bethel Census Area",18,63,352.585627938214
2021-08-19,"Bethel Census Area",35,95,531.676740541751
2021-08-20,"Bethel Census Area",35,116,649.205283187822
2021-08-21,"Bethel Census Area",4,107,598.835907768077
2021-08-22,"Bethel Census Area",10,113,632.41549138124
2021-08-23,"Bethel Census Area",7,117,654.801880456682
2021-08-24,"Bethel Census Area",1,110,615.625699574659
2021-08-25,"Bethel Census Area",5,97,542.869935079472
2021-08-26,"Bethel Census Area",24,86,481.307365122006
2021-08-27,"Bethel Census Area",104,155,867.472576673382
2021-08-28,"Bethel Census Area",4,155,867.472576673382
2021-08-29,"Bethel Census Area",2,147,822.699798522498
2021-08-30,"Bethel Census Area",28,168,940.22834116857
2021-08-31,"Bethel Census Area",28,195,1091.3364674278
2021-09-01,"Bethel Census Area",14,204,1141.70584284755
2021-09-02,"Bethel Census Area",2,182,1018.58070293262
2021-09-03,"Bethel Census Area",58,136,761.137228565033
2021-09-04,"Bethel Census Area",1,133,744.347436758451
2021-09-05,"Bethel Census Area",3,134,749.944034027311
2021-09-06,"Bethel Census Area",4,110,615.625699574659
2021-09-07,"Bethel Census Area",6,88,492.500559659727
2021-09-08,"Bethel Census Area",53,127,710.767853145288
2021-09-09,"Bethel Census Area",51,176,985.001119319454
2021-09-10,"Bethel Census Area",26,144,805.910006715917
2021-09-11,"Bethel Census Area",6,149,833.892993060219
2021-09-12,"Bethel Census Area",2,148,828.296395791359
2021-09-13,"Bethel Census Area",3,147,822.699798522498
2021-09-14,"Bethel Census Area",39,180,1007.3875083949
2021-09-15,"Bethel Census Area",46,173,968.211327512872
2021-09-16,"Bethel Census Area",51,173,968.211327512872
2021-09-17,"Bethel Census Area",25,172,962.614730244012
2021-09-18,"Bethel Census Area",10,176,985.001119319454
2021-09-19,"Bethel Census Area",3,177,990.597716588314
2021-09-20,"Bethel Census Area",25,199,1113.72285650325
2021-09-21,"Bethel Census Area",38,198,1108.12625923439
2021-09-22,"Bethel Census Area",42,194,1085.73987015894
2021-09-23,"Bethel Census Area",27,170,951.421535706291
2021-09-24,"Bethel Census Area",22,167,934.631743899709
2021-09-25,"Bethel Census Area",11,168,940.22834116857
2021-09-26,"Bethel Census Area",8,173,968.211327512872
2021-09-27,"Bethel Census Area",35,183,1024.17730020148
2021-09-28,"Bethel Census Area",28,173,968.211327512872
2021-09-29,"Bethel Census Area",55,186,1040.96709200806
2021-09-30,"Bethel Census Area",66,225,1259.23438549362
2021-10-01,"Bethel Census Area",28,231,1292.81396910678
2021-10-02,"Bethel Census Area",9,229,1281.62077456906
2021-10-03,"Bethel Census Area",1,222,1242.44459368704
2021-10-04,"Bethel Census Area",61,248,1387.95612267741
2021-10-05,"Bethel Census Area",38,258,1443.92209536602
2021-10-06,"Bethel Census Area",49,252,1410.34251175285
2021-10-07,"Bethel Census Area",47,233,1304.0071636445
2021-10-08,"Bethel Census Area",31,236,1320.79695545109
2021-10-09,"Bethel Census Area",5,232,1298.41056637564
2021-10-10,"Bethel Census Area",2,233,1304.0071636445
2021-10-11,"Bethel Census Area",56,228,1276.0241773002
2021-10-12,"Bethel Census Area",42,232,1298.41056637564
2021-10-13,"Bethel Census Area",29,212,1186.47862099843
2021-10-14,"Bethel Census Area",34,199,1113.72285650325
2021-10-15,"Bethel Census Area",66,234,1309.60376091336
2021-10-16,"Bethel Census Area",10,239,1337.58674725767
2021-10-17,"Bethel Census Area",5,242,1354.37653906425
2021-10-18,"Bethel Census Area",3,189,1057.75688381464
2021-10-19,"Bethel Census Area",67,214,1197.67181553615
2021-10-20,"Bethel Census Area",28,213,1192.07521826729
2021-10-21,"Bethel Census Area",23,202,1130.51264830983
2021-10-22,"Bethel Census Area",28,164,917.841952093127
2021-10-23,"Bethel Census Area",1,155,867.472576673382
2021-10-24,"Bethel Census Area",3,153,856.279382135662
2021-10-25,"Bethel Census Area",23,173,968.211327512872
2021-10-26,"Bethel Census Area",15,121,677.188269532125
2021-10-27,"Bethel Census Area",21,114,638.012088650101
2021-10-28,"Bethel Census Area",68,159,889.858965748825
2021-10-29,"Bethel Census Area",7,138,772.330423102753
2021-10-30,"Bethel Census Area",16,153,856.279382135662
2021-10-31,"Bethel Census Area",10,160,895.455563017685
2021-11-01,"Bethel Census Area",2,139,777.927020371614
2021-11-02,"Bethel Census Area",4,128,716.364450414148
2021-11-03,"Bethel Census Area",152,259,1449.51869263488
2021-11-04,"Bethel Census Area",30,221,1236.84799641818
2021-11-05,"Bethel Census Area",3,217,1214.46160734274
2021-11-06,"Bethel Census Area",21,222,1242.44459368704
2021-11-07,"Bethel Census Area",12,224,1253.63778822476
2021-11-08,"Bethel Census Area",24,246,1376.76292813969
2021-11-09,"Bethel Census Area",71,313,1751.73494515335
2021-11-10,"Bethel Census Area",13,174,973.807924781733
2021-11-11,"Bethel Census Area",17,161,901.052160286546
2021-11-12,"Bethel Census Area",35,193,1080.14327289008
2021-11-13,"Bethel Census Area",5,177,990.597716588314
2021-11-14,"Bethel Census Area",22,187,1046.56368927692
2021-11-15,"Bethel Census Area",43,206,1152.89903738527
2021-11-16,"Bethel Census Area",38,173,968.211327512872
2021-11-17,"Bethel Census Area",46,206,1152.89903738527
2021-11-18,"Bethel Census Area",42,231,1292.81396910678
2021-11-19,"Bethel Census Area",19,215,1203.26841280501
2021-11-20,"Bethel Census Area",9,219,1225.65480188046
2021-11-21,"Bethel Census Area",4,201,1124.91605104097
2021-11-22,"Bethel Census Area",18,176,985.001119319454
2021-11-23,"Bethel Census Area",30,168,940.22834116857
2021-11-24,"Bethel Census Area",23,145,811.506603984777
2021-11-25,"Bethel Census Area",9,112,626.81889411238
2021-11-26,"Bethel Census Area",32,125,699.574658607567
2021-11-27,"Bethel Census Area",10,126,705.171255876427
2021-11-28,"Bethel Census Area",7,129,721.961047683009
2021-11-29,"Bethel Census Area",15,126,705.171255876427
2021-11-30,"Bethel Census Area",17,113,632.41549138124
2021-12-01,"Bethel Census Area",18,108,604.432505036938
2021-12-02,"Bethel Census Area",19,118,660.398477725543
2021-12-03,"Bethel Census Area",8,94,526.08014327289
2021-12-04,"Bethel Census Area",1,85,475.710767853145
2021-12-05,"Bethel Census Area",1,79,442.131184239982
2021-12-06,"Bethel Census Area",7,71,397.358406089098
2021-12-07,"Bethel Census Area",5,59,330.199238862771
2021-12-08,"Bethel Census Area",6,47,263.040071636445
2021-12-09,"Bethel Census Area",5,33,184.687709872398
2021-12-10,"Bethel Census Area",17,42,235.057085292142
2021-12-11,"Bethel Census Area",0,41,229.460488023282
2021-12-12,"Bethel Census Area",0,40,223.863890754421
2021-12-13,"Bethel Census Area",0,33,184.687709872398
2021-12-14,"Bethel Census Area",12,40,223.863890754421
2021-12-15,"Bethel Census Area",4,38,212.6706962167
2021-12-16,"Bethel Census Area",4,37,207.07409894784
2021-12-17,"Bethel Census Area",7,27,151.108126259234
2021-12-18,"Bethel Census Area",0,27,151.108126259234
2021-12-19,"Bethel Census Area",4,31,173.494515334677
2021-12-20,"Bethel Census Area",4,35,195.880904410119
2021-12-21,"Bethel Census Area",2,25,139.914931721513
2021-12-22,"Bethel Census Area",8,29,162.301320796955
2021-12-23,"Bethel Census Area",2,27,151.108126259234
2021-12-24,"Bethel Census Area",1,21,117.528542646071
2021-12-25,"Bethel Census Area",0,21,117.528542646071
2021-12-26,"Bethel Census Area",1,18,100.73875083949
2021-12-27,"Bethel Census Area",2,16,89.5455563017685
2021-12-28,"Bethel Census Area",15,29,162.301320796955
2021-12-29,"Bethel Census Area",1,22,123.125139914932
2021-12-30,"Bethel Census Area",16,36,201.477501678979
2021-12-31,"Bethel Census Area",4,39,218.267293485561
2022-01-01,"Bethel Census Area",2,41,229.460488023282
2022-01-02,"Bethel Census Area",1,41,229.460488023282
2022-01-03,"Bethel Census Area",7,46,257.443474367584
2022-01-04,"Bethel Census Area",16,47,263.040071636445
2022-01-05,"Bethel Census Area",19,65,363.778822475935
2022-01-06,"Bethel Census Area",38,87,486.903962390866
2022-01-07,"Bethel Census Area",22,105,587.642713230356
2022-01-08,"Bethel Census Area",6,109,610.029102305798
2022-01-09,"Bethel Census Area",12,120,671.591672263264
2022-01-10,"Bethel Census Area",36,149,833.892993060219
2022-01-11,"Bethel Census Area",52,185,1035.3704947392
2022-01-12,"Bethel Census Area",67,233,1304.0071636445
2022-01-13,"Bethel Census Area",64,259,1449.51869263488
2022-01-14,"Bethel Census Area",44,281,1572.64383254981
2022-01-15,"Bethel Census Area",25,300,1678.97918065816
2022-01-16,"Bethel Census Area",10,298,1667.78598612044
2022-01-17,"Bethel Census Area",19,281,1572.64383254981
2022-01-18,"Bethel Census Area",79,308,1723.75195880904
2022-01-19,"Bethel Census Area",72,313,1751.73494515335
2022-01-20,"Bethel Census Area",74,323,1807.70091784195
2022-01-21,"Bethel Census Area",45,324,1813.29751511081
2022-01-22,"Bethel Census Area",30,329,1841.28050145512
2022-01-23,"Bethel Census Area",14,333,1863.66689053056
2022-01-24,"Bethel Census Area",70,384,2149.09335124244
2022-01-25,"Bethel Census Area",91,396,2216.25251846877
2022-01-26,"Bethel Census Area",62,386,2160.28654578017
2022-01-27,"Bethel Census Area",62,374,2093.12737855384
2022-01-28,"Bethel Census Area",25,354,1981.19543317663
2022-01-29,"Bethel Census Area",58,382,2137.90015670472
2022-01-30,"Bethel Census Area",3,371,2076.33758674726
2022-01-31,"Bethel Census Area",106,407,2277.81508842624
2022-02-01,"Bethel Census Area",81,397,2221.84911573763
2022-02-02,"Bethel Census Area",148,483,2703.15648085964
2022-02-03,"Bethel Census Area",84,505,2826.28162077457
2022-02-04,"Bethel Census Area",118,598,3346.7651667786
2022-02-05,"Bethel Census Area",26,566,3167.67405417506
2022-02-06,"Bethel Census Area",23,586,3279.60599955227
2022-02-07,"Bethel Census Area",23,503,2815.08842623685
2022-02-08,"Bethel Census Area",39,461,2580.03134094471
2022-02-09,"Bethel Census Area",40,353,1975.59883590777
2022-02-10,"Bethel Census Area",9,278,1555.85404074323
2022-02-11,"Bethel Census Area",29,189,1057.75688381464
2022-02-12,"Bethel Census Area",16,179,1001.79091112604
2022-02-13,"Bethel Census Area",4,160,895.455563017685
2022-02-14,"Bethel Census Area",12,149,833.892993060219
2022-02-15,"Bethel Census Area",14,124,693.978061338706
2022-02-16,"Bethel Census Area",18,102,570.852921423774
2022-02-17,"Bethel Census Area",21,114,638.012088650101
2022-02-18,"Bethel Census Area",18,103,576.449518692635
2022-02-19,"Bethel Census Area",10,97,542.869935079472
2022-02-20,"Bethel Census Area",11,104,582.046115961495
2022-02-21,"Bethel Census Area",5,97,542.869935079472
2022-02-22,"Bethel Census Area",4,87,486.903962390866
2022-02-23,"Bethel Census Area",8,77,430.937989702261
2022-02-24,"Bethel Census Area",21,77,430.937989702261
2022-02-25,"Bethel Census Area",8,67,374.972017013656
2022-02-26,"Bethel Census Area",7,64,358.182225207074
2022-02-27,"Bethel Census Area",2,55,307.812849787329
2022-02-28,"Bethel Census Area",2,52,291.023057980748
2022-03-01,"Bethel Census Area",0,48,268.636668905306
2022-03-02,"Bethel Census Area",5,45,251.846877098724
2022-03-03,"Bethel Census Area",5,29,162.301320796955
2022-03-04,"Bethel Census Area",7,28,156.704723528095
2022-03-05,"Bethel Census Area",0,21,117.528542646071
2022-03-06,"Bethel Census Area",1,20,111.931945377211
2022-03-07,"Bethel Census Area",1,19,106.33534810835
2022-03-08,"Bethel Census Area",642,661,3699.35079471681
2022-03-09,"Bethel Census Area",89,745,4169.4649653011
2022-03-10,"Bethel Census Area",19,759,4247.81732706515
2022-03-11,"Bethel Census Area",14,766,4286.99350794717
2022-03-12,"Bethel Census Area",0,766,4286.99350794717
2022-03-13,"Bethel Census Area",1,766,4286.99350794717
2022-03-14,"Bethel Census Area",11,776,4342.95948063577
2022-03-15,"Bethel Census Area",14,148,828.296395791359
2022-03-16,"Bethel Census Area",12,71,397.358406089098
2022-03-17,"Bethel Census Area",13,65,363.778822475935
2022-03-18,"Bethel Census Area",16,67,374.972017013656
2022-03-19,"Bethel Census Area",1,68,380.568614282516
2022-03-20,"Bethel Census Area",2,69,386.165211551377
2022-03-21,"Bethel Census Area",12,70,391.761808820237
2022-03-22,"Bethel Census Area",34,90,503.693754197448
2022-03-23,"Bethel Census Area",13,91,509.290351466308
2022-03-24,"Bethel Census Area",6,84,470.114170584285
2022-03-25,"Bethel Census Area",9,77,430.937989702261
2022-03-26,"Bethel Census Area",6,82,458.920976046564
2022-03-27,"Bethel Census Area",1,81,453.324378777703
2022-03-28,"Bethel Census Area",11,80,447.727781508843
2022-03-29,"Bethel Census Area",16,62,346.989030669353
2022-03-30,"Bethel Census Area",7,56,313.40944705619
2022-03-31,"Bethel Census Area",8,58,324.602641593911
2022-04-01,"Bethel Census Area",6,55,307.812849787329
2022-04-02,"Bethel Census Area",1,50,279.829863443027
2022-04-03,"Bethel Census Area",0,49,274.233266174166
2022-04-04,"Bethel Census Area",0,38,212.6706962167
2022-04-05,"Bethel Census Area",19,41,229.460488023282
2022-04-06,"Bethel Census Area",10,44,246.250279829863
2022-04-07,"Bethel Census Area",12,48,268.636668905306
2022-04-08,"Bethel Census Area",2,44,246.250279829863
2022-04-09,"Bethel Census Area",10,53,296.619655249608
2022-04-10,"Bethel Census Area",1,54,302.216252518469
2022-04-11,"Bethel Census Area",7,61,341.392433400493
2022-04-12,"Bethel Census Area",6,48,268.636668905306
2022-04-13,"Bethel Census Area",12,50,279.829863443027
2022-04-14,"Bethel Census Area",14,52,291.023057980748
2022-04-15,"Bethel Census Area",12,62,346.989030669353
2022-04-16,"Bethel Census Area",0,52,291.023057980748
2022-04-17,"Bethel Census Area",4,55,307.812849787329
2022-04-18,"Bethel Census Area",6,54,302.216252518469
2022-04-19,"Bethel Census Area",16,64,358.182225207074
2022-04-20,"Bethel Census Area",7,59,330.199238862771
2022-04-21,"Bethel Census Area",8,53,296.619655249608
2022-04-22,"Bethel Census Area",9,50,279.829863443027
2022-04-23,"Bethel Census Area",13,63,352.585627938214
2020-03-03,"Bristol Bay plus Lake and Peninsula",0,NA,NA
2020-03-04,"Bristol Bay plus Lake and Peninsula",0,NA,NA
2020-03-05,"Bristol Bay plus Lake and Peninsula",0,NA,NA
2020-03-06,"Bristol Bay plus Lake and Peninsula",0,NA,NA
2020-03-07,"Bristol Bay plus Lake and Peninsula",0,NA,NA
2020-03-08,"Bristol Bay plus Lake and Peninsula",0,NA,NA
2020-03-09,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-10,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-11,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-12,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-13,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-14,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-15,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-16,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-17,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-18,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-19,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-20,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-21,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-22,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-23,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-24,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-25,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-26,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-27,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-28,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-29,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-30,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-03-31,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-01,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-02,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-03,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-04,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-05,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-06,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-07,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-08,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-09,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-10,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-11,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-12,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-13,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-14,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-15,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-16,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-17,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-18,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-19,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-20,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-21,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-22,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-23,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-24,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-25,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-26,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-27,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-28,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-29,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-04-30,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-01,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-02,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-03,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-04,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-05,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-06,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-07,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-08,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-09,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-10,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-11,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-12,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-13,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-14,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-15,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-16,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-17,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-18,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-19,"Bristol Bay plus Lake and Peninsula",1,1,41.3223140495868
2020-05-20,"Bristol Bay plus Lake and Peninsula",0,1,41.3223140495868
2020-05-21,"Bristol Bay plus Lake and Peninsula",0,1,41.3223140495868
2020-05-22,"Bristol Bay plus Lake and Peninsula",0,1,41.3223140495868
2020-05-23,"Bristol Bay plus Lake and Peninsula",0,1,41.3223140495868
2020-05-24,"Bristol Bay plus Lake and Peninsula",0,1,41.3223140495868
2020-05-25,"Bristol Bay plus Lake and Peninsula",0,1,41.3223140495868
2020-05-26,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-27,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-28,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-29,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-30,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-05-31,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-01,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-02,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-03,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-04,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-05,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-06,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-07,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-08,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-09,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-10,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-11,"Bristol Bay plus Lake and Peninsula",0,0,0
2020-06-12,"Bristol Bay plus Lake and Peninsula",0,0,0
